85 Flood,https://archive.org/details/85Flood,N/A,"Morgantown, West Virginia, USA",http://www.myspace.com/85flood
85 Plains,https://archive.org/details/85Plains,N/A,USA,https://www.facebook.com/pages/85-Plains/121795556377
8ght Mile,https://archive.org/details/8ghtMile,,,
A Bloke Named Smokey,https://archive.org/details/ABlokeNamedSmokey,N/A,"Naperville, Illinois, USA",http://www.myspace.com/ablokenamedsmokey
A Live One,https://archive.org/details/ALiveOne,N/A,"Austin, Texas, USA",http://www.aliveone.org/
A Potters Field,https://archive.org/details/APottersField,,,
A Silver Mt Zion,https://archive.org/details/ASilverMtZion,http://musicbrainz.org/artist/54a55229-e611-439f-928e-d89919ff9d29,"Montreal, Quebec, Canada",http://www.tra-la-la-band.com/
A Spirit Hustler,https://archive.org/details/ASpiritHustler,N/A,"San Francisco, California, USA",https://www.facebook.com/pages/A-Spirit-Hustler/446383505441519
A Ton of Blues,https://archive.org/details/ATonOfBlues,N/A,"Leominster, Massachusetts, USA",http://www.atonofblues.com/
A Whisper in the Noise,https://archive.org/details/AWhisperintheNoise,http://musicbrainz.org/artist/08556a98-19f4-4a87-8dba-f258f498e205,"Hanska, Minnesota, USA",http://www.myspace.com/awitn
A-Kamp,https://archive.org/details/A-Kamp,N/A,"Olympia, Washington, USA",http://web.archive.org/web/20100424061408/http://www.a-kamp.netfirms.com/
A.J. Croce,https://archive.org/details/A.J.Croce,http://musicbrainz.org/artist/c21ff19f-cb3c-4a16-8884-30afda198cc9,"San Diego, CA, USA",https://www.facebook.com/ajcrocemusic
Aarodynamics,https://archive.org/details/Aarodynamics,N/A,"Nashville, Tennessee, USA",https://www.facebook.com/AarodynamicsMusic
Aaron Daniel Gaul [ADG],https://archive.org/details/AaronDanielGaul,N/A,"Harrisburg, Pennsylvania, USA",https://www.facebook.com/pages/Aaron-Daniel-Gaul-ADG/121412830257
Aaron Davis and The Docks,https://archive.org/details/AaronDavisAndTheDocks,N/A,"Jackson Hole, Wyoming, USA",http://aarondavismusic.com/
aaron dugan,https://archive.org/details/AaronDugan,http://musicbrainz.org/artist/e8bb5f45-9a5b-46f9-980a-33ea72af56e1,"Brooklyn, New York, USA",http://aarondugan.com
Aaron Kamm and the One Drops,https://archive.org/details/AaronKammAndTheOneDrops,N/A,"St. Louis, Missouri, USA",http://www.theonedrops.com/
Aaron Leibowitz and The Goop,https://archive.org/details/AaronLeibowitz_and_TheGoop,N/A,"Huntington Beach, California, USA",http://www.myspace.com/aaronleibowitz
Abe Lincoln Story,https://archive.org/details/AbeLincolnStory,http://musicbrainz.org/artist/802bc7cf-b338-4893-8e83-1dfe754305b0,"Los Angeles, California, USA",http://www.abelincolnstory.com/
Abe Reid and the Spikedrivers,https://archive.org/details/AbeReidandtheSpikedrivers,http://musicbrainz.org/artist/1a0a7164-df82-4716-9a79-43e1944d029d,"Statesville, North Carolina, USA",http://web.archive.org/web/20120108001807/http://www.abereid.com/
Absent Minded String Band,https://archive.org/details/AbsentMindedStringBand,N/A,"Chippewa Falls, Wisconsin, USA",https://www.facebook.com/absentmindedstringband
Absolute Gruv,https://archive.org/details/AbsoluteGruv,N/A,"Minneapolis, Minnesota, USA",http://www.myspace.com/thegruv
Absylum,https://archive.org/details/Absylum,N/A,"Boston, Massachusetts, USA",http://absylum.bandcamp.com/
Abzorbr,https://archive.org/details/Abzorbr,N/A,"St. Paul, Minnesota, USA",http://www.myspace.com/abzorbr
AC/Greasy,https://archive.org/details/ACGreasy,,,
Acez,https://archive.org/details/AcezMusic,,,
Acid Dub Liner,https://archive.org/details/AcidDubLiner,N/A,"Chicago, Illinois, USA",http://www.myspace.com/adllounge
Acid Mothers Temple,https://archive.org/details/AcidMothersTemple,http://musicbrainz.org/artist/41984dda-1f0e-436d-88d1-decb8d787122,Japan,http://acidmothers.com/
Acoustic Expression,https://archive.org/details/AcousticExpression,N/A,"Broome County, New York, USA",https://www.facebook.com/pages/Acoustic-Expression/140343192652699
Acoustic Junction,https://archive.org/details/AcousticJunction,http://musicbrainz.org/artist/b525664d-aee0-48e0-9267-9649d66179e6,"Boulder, Colorado, USA",http://www.myspace.com/acousticjunction
Acoustic Manner,https://archive.org/details/AcousticManner,N/A,"Raleigh, North Carolina, USA",https://www.facebook.com/pages/Acoustic-Manner/130320137009234
Acoustic Planet,https://archive.org/details/AcousticPlanet,,,
Acoustic Syndicate,https://archive.org/details/AcousticSyndicate,http://musicbrainz.org/artist/b9866546-7ccf-480a-a27f-9846a8f47fff,"Fallston, North Carolina, USA",http://www.acousticsyndicate.com/
Acoustic Truffle,https://archive.org/details/AcousticTruffle,N/A,USA,http://www.gerardtruffle.com/ensembles/acoustic-truffle/
Acoustic Vibration Appreciation Society,https://archive.org/details/AcousticVibrationAppreciationSociety,N/A,"Fallston, North Carolina, USA",http://www.acousticsyndicate.com/
Acousticmuffin,https://archive.org/details/Acousticmuffin,N/A,"Folly Beach, South Carolina, USA",https://www.facebook.com/acousticmuffin
Acres,https://archive.org/details/Acres,,"Ontario, Canada",http://acresband.com/
Acres & Acres,https://archive.org/details/AcresAndAcres,http://musicbrainz.org/artist/70865d5e-e2c0-44d5-b597-a1dec2da433d,"Halifax, Nova Scotia, Canada",http://aaacres.com/
Actual Proof,https://archive.org/details/ActualProof,http://musicbrainz.org/artist/d42f2f03-9874-4eeb-b7eb-a2b5a234793f,"Raleigh, North Carolina, USA",http://actualproof.bandcamp.com/
Ad Astra Arkestra,https://archive.org/details/AdAstraArkestra,N/A,"Kansas City, Missouri, USA",https://www.facebook.com/adastraarkestra
AD Chandler Band,https://archive.org/details/ADChandlerBand,N/A,"York, Pennsylvania, USA",http://www.adchandler.com/band.asp
Adam Aijala and Ben Kaufmann,https://archive.org/details/AdamAijalaAndBenKaufmann,N/A,"Nederland, Colorado, USA",http://www.yondermountain.com/the-band/adam-aijala/
Adam Boucher,https://archive.org/details/AdamBoucher,http://musicbrainz.org/artist/c95dd72f-332b-4e49-92e3-610c0019e011,"London, England, UK",http://www.adamboucher.com/
Adam Brodsky,https://archive.org/details/AdamBrodsky,http://musicbrainz.org/artist/e4138339-7684-4b1e-9ca0-d1525c1bb35b,"Philadelphia, Pennsylvania, USA",http://www.adambrodsky.com/
Adam Ezra Group,https://archive.org/details/AdamEzraGroup,http://musicbrainz.org/artist/e9fa01fd-2171-4ce1-ba34-5a0dbe844bd2,"Boston, Massachusetts, USA",http://www.adamezra.com/
Adam Lee Howell,https://archive.org/details/AdamLeeHowell,,,
Adam Payne,https://archive.org/details/AdamPayne,,,
Adam Stern and High Country Gentlemen,https://archive.org/details/AdamSternAndHighCountryGentlemen,,,
Adam Stewart,https://archive.org/details/AdamStewart,,,
Adam Taylor,https://archive.org/details/AdamTaylor,,,
Adastra (UK),https://archive.org/details/AdastraUK,,,
Addison Groove Project,https://archive.org/details/AddisonGrooveProject,,,
Adharma,https://archive.org/details/Adharma,,,
Admiral Apricot and the Marigolds,https://archive.org/details/AdmiralApricotandtheMarigolds,,,
AEffect,https://archive.org/details/AEffect,,,
Afrissippi,https://archive.org/details/Afrissippi,http://musicbrainz.org/artist/952771d7-e7ff-4683-82f4-25ee41e0ec41,"Oxford, Mississippi",http://www.myspace.com/afrissippi
AFRO,https://archive.org/details/AfroMusic,N/A,"Nashville, Tennesse, USA ",http://www.reverbnation.com/AFROtheband
Afro Gravity,https://archive.org/details/AfroGravity,,,
AfroMassive,https://archive.org/details/AfroMassive,,,
Afroskull,https://archive.org/details/Afroskull,,,
After Destiny,https://archive.org/details/AfterDestiny,,,
After Disco Died,https://archive.org/details/AfterDiscoDied,,,
After Midnight,https://archive.org/details/AfterMidnightBand,,,
Aftergrass,https://archive.org/details/Aftergrass,,,
Afternoon Jam,https://archive.org/details/AfternoonJam,,,
Afternoon Moon,https://archive.org/details/AfternoonMoon,,,
Against Me!,https://archive.org/details/AgainstMe,http://musicbrainz.org/artist/a66ebddc-ff04-46b8-820a-15c63e80dba1,"Gainesville, FL, USA",www.againstme.net
Agent Moosehead,https://archive.org/details/AgentMoosehead,,,
Agents of Good Roots,https://archive.org/details/AgentsofGoodRoots,http://musicbrainz.org/artist/58922af9-0395-477c-9bd2-5923ddf24eac,"Richmond, VA, USA",
Agents of Mercy,https://archive.org/details/AgentsOfMercy,http://musicbrainz.org/artist/9ad26f5f-4e6f-445c-8ffd-fba42f43021f,Sweden,http://www.agentsofmercy.com/
Ainslie Henderson,https://archive.org/details/AinslieHenderson,http://musicbrainz.org/artist/675499a5-19f4-49a5-ba3d-19ba518d2606,"Edinburgh, Scotland",http://ainsliemusic.com
AJ and The Bear,https://archive.org/details/AJandTheBear,,,
AJ Roach,https://archive.org/details/AJRoach,http://musicbrainz.org/artist/d18f0428-6a74-4708-8c61-8290e5771f82,"Brooklyn, NY, USA",http://www.roachmusic.com/
Akashic Record,https://archive.org/details/AkashicRecord,http://musicbrainz.org/artist/887432cd-f028-4b74-a574-657cb66371f0,"Boston, MA, USA",http://www.akashicrecordfunk.com/
Akidna Pillow,https://archive.org/details/AkidnaPillow,http://musicbrainz.org/artist/ee6cb9b5-ff3b-47d8-b642-e689a73d24bc,"Barberton, OH, USA",http://www.myspace.com/akidnapillow
Akrasia,https://archive.org/details/Akrasia,N/A,"Telford, PA, USA",http://www.akrasia.com/
AkronFamily,https://archive.org/details/AkronFamily,,,
Al and the Transamericans,https://archive.org/details/AlandtheTransamericans,http://musicbrainz.org/artist/e5ad3de3-31dc-4657-80fa-c1c23c1f21ed,"New Hartford, NY, USA",
Al Perry,https://archive.org/details/AlPerry,,,
Al Schnier,https://archive.org/details/AlSchnier,http://musicbrainz.org/artist/a69f8bef-9a81-4213-b892-0ffbeff5db51,"New Hartford, NY, USA",
Alabama Shakes,https://archive.org/details/AlabamaShakes,http://musicbrainz.org/artist/40419b33-18e9-4d5a-a674-30b4bb14bac2,"Athens, Alabama, USA",http://www.alabamashakes.com/
Alabaster Brown,https://archive.org/details/AlabasterBrown,,,
Alan Evans Trio,https://archive.org/details/AlanEvansTrio,,,
Alan Hertz and Friends,https://archive.org/details/AlanHertzandFriends,,,
Albert Castiglia,https://archive.org/details/AlbertCastiglia,,,
Alberta Cross,https://archive.org/details/AlbertaCross,,,
ALBINO!,https://archive.org/details/ALBINO,,,
ALCHEMY,https://archive.org/details/ALCHEMY,,,
Alec Bridges,https://archive.org/details/AlecBridges,,,
Alec Delphenich,https://archive.org/details/AlecDelphenich,,,
Alejandro Escovedo,https://archive.org/details/AlejandroEscovedo,http://musicbrainz.org/artist/bf103bec-70e3-45a5-9d1b-97715db04a96,"San Antonio, Texas, USA",http://alejandroescovedo.com/
Alex Esther,https://archive.org/details/AlexEsther,,,
Alex Skolnick Trio,https://archive.org/details/AlexSkolnickTrio,,,
AlexQ,https://archive.org/details/AlexQ,,,
Alfred Howard and the K23 Orchestra,https://archive.org/details/AlfredHowardandtheK23Orchestra,http://musicbrainz.org/artist/27bcdd5c-92d5-451c-ba36-4e0506175711,"San Diego, California, USA",http://www.myspace.com/alfredhowardandthek23orchestra
Ali Baba's Tahini,https://archive.org/details/AliBabasTahini,N/A,"South Bend City, Indiana, USA",http://www.myspace.com/alibabastahini
Alien Carnival,https://archive.org/details/AlienCarnival,,,
alienz lie,https://archive.org/details/alienzlie,,,
Aliver Hall,https://archive.org/details/AliverHall,,,
All Gods' Children,https://archive.org/details/AllGodsChildren,,,
All Good :: Feel Good Collective,https://archive.org/details/AllGoodFeelGoodCollective,,,
All Marbles,https://archive.org/details/AllMarbles,,,
All Mighty Senators,https://archive.org/details/AllMightySenators,,,
All of Green,https://archive.org/details/AllOfGreen,,,
All Thumbs Trio,https://archive.org/details/AllThumbsTrio,,,
Allen Stone,https://archive.org/details/AllenStone,,,
Allen Thompson,https://archive.org/details/AllenThompson,,,
Allgood,https://archive.org/details/Allgood,,,
Alliens,https://archive.org/details/Alliens,,,
Alligator,https://archive.org/details/Alligator,,,
Allmond Brothers Clan,https://archive.org/details/AllmondBrothersClan,,,
AllofaSudden,https://archive.org/details/AllofaSudden,,,
Almost Acoustic Band,https://archive.org/details/AlmostAcousticBand,,,
Almost Helen,https://archive.org/details/AlmostHelen,,,
Aloha Screwdriver,https://archive.org/details/AlohaScrewdriver,,,http://alohascrewdriver.com/
Alpaca!,https://archive.org/details/Alpaca,,,
Alvar Hanso And The Dharma Initiative,https://archive.org/details/AlvarHansoAndTheDharmaInitiative,,,
Alyssa Jacey,https://archive.org/details/AlyssaJacey,,,
Alysse Fischer,https://archive.org/details/AlysseFischer,,,
Amalgamation,https://archive.org/details/Amalgamation,,,
Amandine,https://archive.org/details/Amandine,,,
Amelia's Mechanics,https://archive.org/details/AmeliasMechanics,,,
American Aquarium,https://archive.org/details/AmericanAquarium,,,
American Babies,https://archive.org/details/AmericanBabies,,,
American Beauty,https://archive.org/details/AmericanBeauty,,,
American Cherry,https://archive.org/details/AmericanCherry,,,
American Jubilee,https://archive.org/details/AmericanJubilee,,,
American Minor,https://archive.org/details/AmericanMinor,,,
American Music Club,https://archive.org/details/AmericanMusicClub,,,
American Remains,https://archive.org/details/AmericanRemains,,,
American Tourister,https://archive.org/details/AmericanTourister,,,
Ami Yares,https://archive.org/details/AmiYares,,,
Amir Golshani,https://archive.org/details/AmirGolshani,,,
Ampline,https://archive.org/details/Ampline,,,
Analog Quartet,https://archive.org/details/AnalogQuartet,,,
anarchistwood,https://archive.org/details/anarchistwood,,,
Ancient Harmony,https://archive.org/details/AncientHarmony,,,
Ancient Shores,https://archive.org/details/AncientShores,,,
Anders and Friends,https://archive.org/details/AndersAndFriends,,,
Andrew Altman and Friends,https://archive.org/details/AndrewAltmanAndFriends,,,
Andrew Bird,https://archive.org/details/AndrewBird,http://musicbrainz.org/artist/081b133e-ce74-42ba-92c1-c18234acb532,"Chicago, Illinois, USA",http://www.andrewbird.net
Andrew Foshee,https://archive.org/details/AndrewFoshee,N/A,"Kansas City, MO, USA",http://www.andrewfosheemusic.com/
Andrew Hendryx Band,https://archive.org/details/AndrewHendryxBand,N/A,"NY, USA",http://andrewhendryx.com/
Andrew Hoover,https://archive.org/details/AndrewHoover,http://musicbrainz.org/artist/d675a63a-1822-4294-8c6e-63bd91dea060,"Fairfield, CT, US",http://www.myspace.com/andrewhoovermusic
Andrew Osenga,https://archive.org/details/AndrewOsenga,http://musicbrainz.org/artist/c529c2da-34d3-4fbc-8a15-8827145b2522,"Nashville, TN, USA",http://andrewosenga.com/
Andrew Richards,https://archive.org/details/AndrewRichards,,,
Andrew Winn,https://archive.org/details/AndrewWinn,,,
Andru Bemis,https://archive.org/details/AndruBemis,http://musicbrainz.org/artist/7fb98813-da5a-4fca-814f-d796884c5672,"South Haven, MI, USA",http://www.andrubemis.com/
Andy Berkhout,https://archive.org/details/AndyBerkhout,N/A,"St. Louis, MO, USA",http://andyberkhout.bandcamp.com/
Andy Brasher,https://archive.org/details/AndyBrasher,N/A,"Owensboro, KY, USA",http://www.andybrasher.com/
Andy Carballeira,https://archive.org/details/AndyCarballeira,N/A,"Boston, MA, USA",https://www.facebook.com/jazzninja
Andy Shaw Band,https://archive.org/details/AndyShawBand,http://musicbrainz.org/artist/8b54c006-0dc3-4a30-8183-fc2d43f0ea04,"Columbus, OH, USA",http://www.andyshawband.com/
Angie Aparo,https://archive.org/details/AngieAparo,http://musicbrainz.org/artist/f08e497c-f489-4957-bcbf-ee2a9f0ff5c2,"Atlanta, GA, USA",http://www.angieaparo.com/
Angry Meter Maid,https://archive.org/details/AngryMeterMaid,N/A,"Boulder, CO, USA",http://www.myspace.com/angrymetermaid
Animal & the Evolvers,https://archive.org/details/AnimalAndTheEvolvers,N/A,"Atlanta, GA, USA",http://www.animalandtheevolvers.com/
Animal Collective,https://archive.org/details/AnimalCollective,http://musicbrainz.org/artist/0c751690-c784-4a4f-b1e4-c1de27d47581,"Baltimore, Maryland, USA",http://animalcollective.org
Animal Dream,https://archive.org/details/AnimalDream,N/A,,
Animal Liberation Orchestra,https://archive.org/details/AnimalLiberationOrchestra,http://musicbrainz.org/artist/ffc35dde-fc40-4009-bb41-a9aedfd2a27c,"Saratoga, California, USA",http://www.alomusic.com/
Animus,https://archive.org/details/Animus,N/A,"PA, USA",http://www.animusmusic.com/
Anna Troy,https://archive.org/details/AnnaTroy,http://musicbrainz.org/artist/c3858b14-6ca5-4135-9c0f-56c1c35c1b7f,"Brooklyn, NY, USA",http://www.myspace.com/annatroy
Anne Johnson,https://archive.org/details/AnneJohnson,,,
Annie Bethancourt,https://archive.org/details/AnnieBethancourt,http://musicbrainz.org/artist/e3b26c0e-1aee-4203-a361-dd6216812232,"Portland, OR, USA",http://www.anniebeth.com/
Another Terrorist Organization,https://archive.org/details/AnotherTerroristOrganization,,,
Ansible,https://archive.org/details/Ansible,,,
Anthony Smiths Trunk Fulla Funk,https://archive.org/details/AnthonySmithsTrunkFullaFunk,,,
Antibalas Afrobeat Orchestra,https://archive.org/details/AntibalasAfrobeatOrchestra,http://musicbrainz.org/artist/33c2a158-a788-44e5-81ab-142d544a165b,"Brooklyn, New York, USA",http://www.antibalas.com
Antioquia,https://archive.org/details/Antioquia,,,
Antique Firearms,https://archive.org/details/AntiqueFirearms,,,
Anya Marina,https://archive.org/details/AnyaMarina,,,
Apes in the Aviary,https://archive.org/details/ApesintheAviary,,,
Apes of Wrath,https://archive.org/details/ApesofWrath,,,
Aphrodesia,https://archive.org/details/Aphrodesia,,,
Apollo Sunshine,https://archive.org/details/ApolloSunshine,,,
Apoptosis,https://archive.org/details/Apoptosis,,,
aquaphonics,https://archive.org/details/aquaphonics,,,
Aquaport,https://archive.org/details/Aquaport,,,
Aquarian Age,https://archive.org/details/AquarianAgeBand,,,
Aquarium Rescue Unit,https://archive.org/details/AquariumRescueUnit,,,
Aqueous,https://archive.org/details/Aqueous,,,
Arabesque,https://archive.org/details/ArabesqueBand,,,
Arbouretum,https://archive.org/details/Arbouretum,,,
Archer's Mob,https://archive.org/details/ArchersMob,,,
Ari Hest,https://archive.org/details/AriHest,,,
Aristeia,https://archive.org/details/Aristeia,,,
Arkamo Rangers,https://archive.org/details/ArkamoRangers,,,
Arlo Aldo,https://archive.org/details/ArloAldo,N/A,"Pittsburgh, Pennsylvania, USA",http://teamadelle.com/arloaldo/
Armadillo Stew,https://archive.org/details/ArmadilloStew,,,
Arpetrio,https://archive.org/details/Arpetrio,,,
Arsenal of Xxplosion,https://archive.org/details/ArsenalofXxplosion,,,
Art Matthies,https://archive.org/details/ArtMatthies,,,
Art of Ill Fusion,https://archive.org/details/ArtOfIllFusion,,,
Arthur Lee Land,https://archive.org/details/ArthurLeeLand,,,
artvandalay,https://archive.org/details/artvandalay,,,
As Fast As,https://archive.org/details/AsFastAs,,,
Asheville Horns,https://archive.org/details/AshevilleHorns,,,
Ashkenaz,https://archive.org/details/Ashkenaz,,,
Ashley Matte,https://archive.org/details/AshleyMatte,,,
Ashphunk,https://archive.org/details/Ashphunk,,,
Asian Teacher Factory,https://archive.org/details/AsianTeacherFactory,,,
Ask The Ages,https://archive.org/details/AskTheAges,,,
Asparagii,https://archive.org/details/Asparagii,,,
Ass Ponys,https://archive.org/details/AssPonys,,,
Assembly of Dust,https://archive.org/details/AssemblyofDust,,,
Astral Feedback,https://archive.org/details/AstralFeedback,,,
Astral Project,https://archive.org/details/AstralProject,,,
Astralyte,https://archive.org/details/Astralyte,,,
Astropop 3,https://archive.org/details/Astropop3,,,
Asylum Street Spankers,https://archive.org/details/AsylumStreetSpankers,,,
Ativin,https://archive.org/details/Ativin,,,
Atoadaso,https://archive.org/details/Atoadaso,,,
Atom Orr,https://archive.org/details/AtomOrr,,,
Atomic Duo,https://archive.org/details/AtomicDuo,,,
Atomic Hoss,https://archive.org/details/AtomicHoss,,,
Atonal Melee,https://archive.org/details/AtonalMelee,,,
Atta Stratta,https://archive.org/details/AttaStratta,,,
Attractive Eighties Women,https://archive.org/details/AttractiveEightiesWomen,,,
ATV,https://archive.org/details/ATVMusic,,,
Audacity,https://archive.org/details/Audacity,,,
audioform,https://archive.org/details/audioform,,,
audiophilia,https://archive.org/details/audiophilia,,,
August Solstice,https://archive.org/details/AugustSolstice,,,
August West,https://archive.org/details/AugustWest,,,
Austin Atteberry and Friends,https://archive.org/details/AustinAtteberryandFriends,,,
Austin Homegrown,https://archive.org/details/AustinHomegrown,,,
Austin Lucas,https://archive.org/details/AustinLucas,,,
Austin's Finest Musical Act,https://archive.org/details/AustinsFinestMusicalAct,,,
Autechre,https://archive.org/details/Autechre,http://musicbrainz.org/artist/410c9baf-5469-44f6-9852-826524b80c61,"Rochdale, England, UK",http://www.autechre.ws/exai/
Authority,https://archive.org/details/AuthorityBand,,,
Autosuggestion,https://archive.org/details/Autosuggestion,,,
Autumn Hollow,https://archive.org/details/AutumnHollow,,,
Autumn Picture,https://archive.org/details/AutumnPicture,,,
Avatar Meher Baba Ahmednagar Centre Bhajan Group,https://archive.org/details/AvatarMeherBabaAhmednagarCentreBhajanGroup,,,
Averi,https://archive.org/details/Averi,,,
Aviary Ghost,https://archive.org/details/AviaryGhost,,,
Awkward Thomas,https://archive.org/details/AwkwardThomas,,,
Awnings for Eyelids,https://archive.org/details/AwningsforEyelids,N/A,,N/A
Awry,https://archive.org/details/AwryBand,,,
Ayurveda,https://archive.org/details/Ayurvedamusic,,,
Ayurveda,https://archive.org/details/AyurvedaBand,,,
B.A. Dario,https://archive.org/details/BADario,,,
B3 Kings,https://archive.org/details/B3Kings,,,
Baby Calendar,https://archive.org/details/BabyCalender,,,
Bacci,https://archive.org/details/Bacci,,,
Back Forty,https://archive.org/details/BackForty,,,
Back Home,https://archive.org/details/BackHome,,,
Back Of The Hand All Stars,https://archive.org/details/BackOfTheHandAllStars,,,
Back Porch Ramblers,https://archive.org/details/BackPorchRamblers,,,
Background Orcs,https://archive.org/details/BackgroundOrcs,,,
Backwoods Revue,https://archive.org/details/BackwoodsRevue,,,
Backyard Tire Fire,https://archive.org/details/BackyardTireFire,,,
Bad Acid Tones,https://archive.org/details/BadAcidTones,,,
bad apples,https://archive.org/details/badapples,,,
Bad Connection,https://archive.org/details/BadConnection,,,
Bad Habit Band,https://archive.org/details/BadHabitBand,,,
Bad Liquor Pond,https://archive.org/details/BadLiquorPond,,,
